EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1350,27,Yes,Travel_Rarely,Research & Development,29,2,Human Resources,4,Female,4,3,Manager,1,Married,20000,11062,1,No,15,3,2,0,12,2,4,9,0,6,2
1351,38,No,Travel_Rarely,Research & Development,2,3,Medical,2,Male,2,3,Healthcare Representative,4,Married,8470,17745,2,No,15,4,4,1,5,3,3,1,0,1,1
1352,48,Yes,Non-Travel,Research & Development,24,4,Life Sciences,3,Female,3,3,Healthcare Representative,3,Divorced,6775,26023,2,No,15,3,2,1,1,5,1,0,0,0,0
1353,53,Yes,Travel_Rarely,Research & Development,2,2,Human Resources,3,Male,3,3,Manager,4,Single,20000,14725,2,No,14,1,4,0,0,1,2,0,0,0,0
1354,37,Yes,Travel_Rarely,Sales,24,3,Medical,4,Female,2,2,Sales Representative,1,Married,3336,21926,3,Yes,19,3,2,0,13,2,3,9,9,6,9
1355,34,No,Travel_Rarely,Sales,9,4,Technical Degree,2,Female,3,2,Manager,2,Divorced,18436,9407,0,No,17,3,4,1,24,2,3,18,4,2,2
1356,39,No,Travel_Rarely,Research & Development,1,4,Technical Degree,4,Male,1,1,Laboratory Technician,1,Married,3840,26300,2,No,15,3,2,2,12,2,2,3,0,2,3
1357,39,No,Travel_Rarely,Sales,7,5,Technical Degree,3,Male,3,4,Manager,2,Single,18853,3649,1,No,13,3,4,1,8,3,3,0,0,0,0
1358,49,Yes,Non-Travel,Research & Development,3,4,Life Sciences,2,Male,3,5,Manager,4,Single,20000,24167,1,No,14,3,3,3,6,2,3,5,1,4,1
1359,28,Yes,Travel_Rarely,Human Resources,4,4,Life Sciences,4,Female,2,2,Manager,3,Single,20000,21845,3,Yes,16,3,4,0,10,0,2,3,1,3,2
1360,34,No,Travel_Rarely,Research & Development,5,3,Technical Degree,1,Female,2,1,Manager,3,Single,14029,19055,1,No,19,3,3,0,9,3,3,3,2,0,2
1361,26,No,Travel_Rarely,Research & Development,4,1,Human Resources,3,Male,3,1,Manufacturing Director,3,Married,12335,7610,1,Yes,11,3,3,1,7,4,4,6,0,0,3
1362,27,No,Travel_Rarely,Research & Development,9,4,Medical,1,Male,3,3,Manufacturing Director,2,Single,14605,21000,3,No,16,3,3,0,12,2,3,8,2,8,3
1363,40,No,Travel_Rarely,Research & Development,13,5,Medical,3,Male,3,1,Healthcare Representative,2,Single,5595,7787,3,No,18,3,4,0,6,3,3,0,0,0,0
1364,44,Yes,Travel_Rarely,Research & Development,3,4,Life Sciences,3,Male,3,3,Manager,2,Married,20000,16329,0,Yes,11,3,1,0,2,1,3,0,0,0,0
1365,31,No,Travel_Rarely,Human Resources,23,1,Other,3,Female,3,4,Human Resources,4,Married,9288,2139,2,No,14,3,4,0,37,1,3,36,1,1,2
1366,43,No,Travel_Rarely,Research & Development,25,3,Life Sciences,3,Male,3,5,Manager,3,Married,20000,12220,1,No,11,3,3,0,6,1,2,1,1,0,0
1367,47,No,Travel_Rarely,Human Resources,1,3,Life Sciences,3,Female,2,1,Manager,2,Married,20000,7818,1,No,16,3,4,3,9,2,3,0,0,0,0
1368,54,Yes,Travel_Rarely,Human Resources,1,4,Medical,2,Female,3,5,Human Resources,2,Single,5582,3074,2,No,13,3,3,0,6,5,3,1,0,1,1
1369,37,Yes,Non-Travel,Sales,4,4,Life Sciences,3,Female,3,3,Sales Representative,4,Single,3360,24025,1,No,14,3,3,0,3,2,3,0,0,0,0
1370,31,No,Travel_Rarely,Sales,8,3,Human Resources,4,Male,4,1,Sales Representative,4,Single,2899,5388,9,No,13,3,4,0,3,1,2,3,1,1,3
1371,27,No,Travel_Rarely,Sales,2,2,Life Sciences,4,Male,3,2,Manager,4,Married,20000,24466,1,Yes,17,3,3,1,15,2,2,11,0,5,2
1372,27,Yes,Travel_Rarely,Sales,2,5,Life Sciences,2,Male,4,3,Sales Executive,3,Single,7064,20592,4,No,15,3,3,1,2,2,4,2,2,0,2
1373,48,Yes,Travel_Frequently,Sales,10,4,Medical,1,Female,3,5,Sales Representative,2,Married,4281,22032,4,No,15,3,1,0,11,3,3,4,4,4,4
1374,23,Yes,Non-Travel,Research & Development,8,2,Medical,4,Female,3,1,Manager,4,Single,15590,9823,9,No,15,3,2,0,8,2,3,7,0,0,5
1375,47,No,Travel_Rarely,Sales,1,3,Life Sciences,3,Male,3,1,Sales Representative,4,Divorced,3383,14010,2,No,16,3,3,1,12,2,3,4,1,2,1
1376,29,No,Non-Travel,Sales,19,5,Medical,3,Female,3,2,Manager,2,Married,18150,18735,5,No,14,3,4,0,21,3,4,13,0,8,12
1377,30,No,Travel_Rarely,Research & Development,10,4,Medical,4,Male,3,5,Laboratory Technician,4,Married,6536,6137,6,No,20,3,3,3,16,1,3,14,3,3,6
1378,35,No,Travel_Frequently,Sales,4,3,Human Resources,3,Male,3,5,Manager,4,Divorced,17937,12296,1,No,11,3,2,1,5,1,3,0,0,0,0
1379,30,Yes,Travel_Rarely,Research & Development,10,1,Life Sciences,3,Male,4,1,Manager,2,Married,20000,12879,2,No,11,3,3,0,18,0,4,10,10,3,0
1380,45,Yes,Travel_Rarely,Sales,1,1,Other,4,Male,3,2,Sales Executive,3,Married,8203,9045,0,No,11,3,3,2,10,1,3,4,4,1,1
1381,53,No,Travel_Rarely,Sales,5,2,Medical,4,Male,3,4,Sales Executive,2,Divorced,8574,18730,3,No,11,2,3,0,34,1,2,31,1,0,1
1382,31,Yes,Non-Travel,Research & Development,1,3,Life Sciences,2,Male,3,3,Manager,1,Married,20000,24178,2,No,17,3,4,0,6,2,2,4,3,4,1
1383,33,No,Travel_Rarely,Research & Development,1,3,Life Sciences,2,Female,2,5,Laboratory Technician,4,Divorced,7954,11498,1,No,16,3,4,0,31,3,3,30,9,4,7
1384,35,Yes,Travel_Rarely,Research & Development,3,4,Medical,2,Female,3,4,Laboratory Technician,2,Married,4680,8390,4,No,18,2,2,1,18,3,3,9,3,3,0
1385,41,No,Travel_Rarely,Research & Development,1,4,Life Sciences,4,Male,3,1,Manager,4,Divorced,20000,16120,0,No,11,3,4,0,11,3,3,2,0,1,0
1386,35,No,Travel_Rarely,Research & Development,9,1,Life Sciences,3,Female,4,3,Manager,4,Single,15316,20602,4,No,17,3,3,0,5,4,3,5,1,0,1
1387,49,Yes,Travel_Rarely,Sales,10,1,Life Sciences,1,Male,3,1,Sales Executive,1,Single,7855,25324,0,No,15,3,4,0,40,2,3,33,7,0,0
1388,47,No,Travel_Rarely,Sales,1,3,Medical,4,Male,2,3,Sales Representative,3,Married,5539,23141,3,No,15,3,2,1,13,4,3,13,4,2,1
1389,26,Yes,Travel_Rarely,Research & Development,1,2,Medical,2,Female,3,2,Manager,4,Single,20000,24352,0,Yes,16,3,4,0,3,2,3,0,0,0,0
1390,41,Yes,Non-Travel,Research & Development,14,1,Life Sciences,1,Female,3,5,Manager,4,Single,20000,20680,1,Yes,12,3,2,0,11,2,2,8,8,2,3
1391,50,No,Travel_Rarely,Human Resources,1,4,Medical,2,Female,3,5,Manager,4,Single,20000,21319,3,Yes,22,3,3,1,10,2,4,2,2,2,0
1392,32,Yes,Travel_Rarely,Research & Development,3,4,Technical Degree,2,Female,3,1,Healthcare Representative,3,Married,8696,2364,1,No,18,3,1,1,9,1,3,0,0,0,0
1393,34,No,Non-Travel,Research & Development,6,4,Life Sciences,3,Female,2,1,Research Scientist,3,Divorced,7107,23987,2,No,13,3,2,1,3,5,3,3,0,1,2
1394,32,No,Non-Travel,Research & Development,15,4,Human Resources,4,Male,2,2,Manufacturing Director,3,Married,19357,21617,5,No,11,3,2,0,4,1,3,1,1,0,0
1395,32,No,Travel_Rarely,Sales,16,4,Medical,4,Female,3,4,Sales Executive,4,Divorced,8031,12465,0,No,14,3,2,1,13,2,2,11,5,1,4
1396,21,No,Travel_Rarely,Human Resources,11,4,Other,3,Male,1,3,Manager,3,Married,17300,20171,4,No,15,3,2,0,10,2,3,2,2,0,2
1397,25,No,Travel_Rarely,Research & Development,2,2,Life Sciences,3,Female,3,5,Manufacturing Director,4,Single,20000,11130,0,No,18,3,4,0,16,1,3,12,3,9,5
1398,37,Yes,Non-Travel,Research & Development,11,5,Other,3,Male,3,2,Manager,2,Single,17776,14601,1,Yes,11,3,1,2,8,1,3,0,0,0,0
1399,50,No,Non-Travel,Research & Development,2,2,Medical,2,Male,4,1,Healthcare Representative,4,Married,6986,5717,1,No,15,4,3,1,11,0,3,2,2,2,0
1400,31,No,Travel_Rarely,Research & Development,2,2,Medical,1,Female,4,1,Manager,4,Married,18067,23472,9,No,11,3,2,1,6,2,3,1,1,1,1
1401,31,Yes,Travel_Frequently,Sales,7,2,Medical,4,Male,3,1,Sales Representative,3,Single,3555,25558,1,No,16,3,4,2,9,4,3,1,0,1,1
1402,52,No,Travel_Rarely,Human Resources,10,5,Life Sciences,2,Female,3,3,Manager,3,Married,18298,11388,5,No,14,3,4,1,0,2,1,0,0,0,0
1403,27,Yes,Travel_Rarely,Research & Development,1,5,Human Resources,2,Male,3,4,Healthcare Representative,2,Married,4530,2844,9,Yes,20,4,2,0,4,1,3,1,0,1,0
1404,22,No,Non-Travel,Research & Development,1,4,Medical,3,Female,2,2,Laboratory Technician,2,Married,5419,26217,1,Yes,11,3,3,2,8,3,3,5,1,0,5
1405,29,Yes,Travel_Rarely,Sales,13,3,Life Sciences,3,Male,2,4,Sales Representative,1,Divorced,3366,12653,3,No,19,3,1,0,11,6,3,2,0,2,2
1406,31,No,Travel_Rarely,Research & Development,17,3,Life Sciences,1,Male,3,2,Manufacturing Director,1,Married,16696,22891,4,No,11,3,4,1,12,1,3,3,2,3,3
1407,21,Yes,Travel_Rarely,Research & Development,8,5,Life Sciences,2,Male,3,2,Research Scientist,3,Married,4356,10108,1,Yes,11,3,3,0,8,2,3,3,3,0,0
1408,35,No,Travel_Rarely,Sales,5,4,Medical,3,Female,3,2,Sales Executive,4,Divorced,5616,12058,1,No,11,3,1,0,23,5,4,14,3,0,5
1409,45,Yes,Travel_Rarely,Human Resources,16,5,Medical,4,Female,3,2,Manager,3,Single,16835,16223,2,Yes,15,3,3,1,16,1,2,16,4,1,12
1410,25,No,Non-Travel,Sales,11,3,Medical,2,Male,3,4,Sales Executive,1,Married,7982,20564,4,No,11,3,1,0,13,2,3,4,4,4,4
1411,37,No,Travel_Rarely,Sales,7,3,Life Sciences,3,Female,4,2,Sales Representative,4,Divorced,2538,13556,4,No,11,3,3,1,6,1,2,2,0,2,2
1412,40,No,Travel_Rarely,Human Resources,3,4,Medical,3,Female,2,2,Manager,3,Married,20000,17372,1,No,15,3,4,1,2,5,2,0,0,0,0
1413,36,Yes,Travel_Rarely,Human Resources,1,2,Medical,4,Female,2,3,Human Resources,4,Divorced,5588,14486,1,No,16,3,3,0,21,6,3,21,7,0,2
1414,38,No,Travel_Rarely,Research & Development,4,5,Life Sciences,3,Male,4,5,Laboratory Technician,4,Married,3022,24179,6,Yes,15,3,3,1,5,4,2,0,0,0,0
1415,38,Yes,Travel_Rarely,Research & Development,3,3,Life Sciences,2,Male,1,3,Manager,2,Married,14568,22343,0,Yes,14,4,2,1,4,2,4,2,2,2,2
1416,29,No,Non-Travel,Research & Development,3,5,Life Sciences,3,Male,3,1,Research Scientist,3,Single,3755,10792,3,Yes,20,3,2,1,5,2,4,2,2,0,2
1417,50,No,Travel_Rarely,Sales,6,3,Human Resources,4,Male,3,1,Sales Executive,4,Divorced,8104,2422,0,No,15,3,2,1,10,1,3,2,2,2,0
1418,48,No,Travel_Rarely,Sales,1,4,Marketing,2,Male,3,1,Sales Executive,1,Divorced,8500,16737,4,No,17,3,4,0,2,4,3,1,1,1,1
1419,47,No,Travel_Rarely,Research & Development,14,3,Other,3,Male,3,1,Research Scientist,1,Divorced,6956,26891,5,Yes,15,3,2,0,10,4,3,10,0,0,4
1420,46,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,4,4,Research Scientist,2,Married,4252,12989,1,Yes,11,3,3,0,9,2,3,0,0,0,0
1421,22,Yes,Travel_Rarely,Research & Development,5,3,Technical Degree,1,Female,2,1,Research Scientist,2,Single,5341,22365,0,No,16,3,3,0,12,3,3,7,4,0,3
1422,45,No,Travel_Rarely,Research & Development,12,5,Medical,3,Female,2,2,Laboratory Technician,3,Single,3782,17480,2,Yes,13,3,2,1,0,1,1,0,0,0,0
1423,42,No,Travel_Rarely,Sales,5,4,Medical,3,Female,3,3,Sales Executive,3,Divorced,8780,25294,1,No,14,3,3,0,0,2,3,0,0,0,0
1424,23,No,Travel_Rarely,Research & Development,4,2,Life Sciences,4,Male,3,4,Research Scientist,2,Married,6089,8410,2,No,15,3,3,3,22,3,3,16,0,3,0
1425,35,Yes,Travel_Rarely,Sales,5,4,Marketing,3,Male,3,1,Sales Representative,4,Single,3955,13056,3,No,11,3,3,1,2,2,3,1,1,1,1
1426,39,No,Travel_Rarely,Research & Development,16,2,Human Resources,3,Male,4,2,Laboratory Technician,3,Married,4880,14225,1,No,11,3,3,0,15,2,4,12,3,1,0
1427,51,No,Travel_Rarely,Research & Development,29,3,Life Sciences,3,Male,4,1,Laboratory Technician,2,Married,3783,5187,1,Yes,17,4,3,0,8,0,4,5,4,2,1
1428,43,Yes,Travel_Rarely,Research & Development,8,1,Life Sciences,3,Male,2,1,Healthcare Representative,1,Married,6388,9047,4,No,13,3,3,1,1,3,3,0,0,0,0
1429,29,No,Travel_Rarely,Research & Development,14,4,Marketing,1,Male,3,2,Manager,1,Married,14968,15950,3,No,13,3,3,1,26,4,3,21,1,4,9
1430,52,Yes,Travel_Rarely,Sales,1,2,Other,4,Male,2,2,Manager,3,Married,20000,19098,1,No,15,3,4,3,10,5,4,1,1,1,1
1431,37,No,Non-Travel,Sales,19,2,Marketing,4,Female,4,1,Manager,2,Divorced,16508,21943,3,No,13,3,1,0,14,3,3,13,0,3,0
1432,34,No,Travel_Rarely,Research & Development,27,5,Life Sciences,2,Female,3,2,Laboratory Technician,3,Single,4581,8284,4,No,16,3,3,0,8,2,3,1,1,0,0
1433,34,No,Travel_Rarely,Research & Development,7,4,Medical,2,Male,3,1,Manufacturing Director,4,Married,11865,11917,2,Yes,14,3,1,2,16,2,2,13,3,3,3
1434,22,Yes,Travel_Rarely,Sales,12,2,Life Sciences,2,Male,3,5,Sales Representative,3,Married,4392,23722,1,No,15,3,2,0,0,6,4,0,0,0,0
1435,36,No,Non-Travel,Sales,6,4,Technical Degree,4,Female,3,2,Sales Executive,2,Divorced,5626,13692,0,No,12,3,3,1,11,3,3,5,5,1,1
1436,41,No,Travel_Rarely,Research & Development,3,5,Marketing,4,Male,2,4,Research Scientist,3,Married,8030,23892,4,No,15,3,4,0,15,3,2,10,0,0,9
1437,33,No,Non-Travel,Sales,17,1,Medical,4,Male,3,1,Manager,3,Married,20000,12123,4,Yes,18,3,4,1,24,3,4,19,3,4,10
1438,40,No,Travel_Rarely,Research & Development,8,4,Life Sciences,4,Male,3,3,Manager,4,Married,20000,7029,3,No,13,3,1,0,18,4,3,16,8,0,2
1439,29,No,Non-Travel,Research & Development,7,3,Human Resources,3,Male,3,2,Manufacturing Director,4,Married,16252,11846,0,Yes,17,3,3,1,20,0,3,11,2,6,8
1440,35,No,Travel_Rarely,Sales,9,4,Medical,3,Male,3,1,Sales Executive,3,Divorced,9191,18364,2,Yes,14,2,3,1,21,1,1,15,13,6,1
1441,39,No,Non-Travel,Sales,17,3,Other,4,Female,2,3,Sales Executive,3,Divorced,6079,8807,4,No,17,4,2,3,6,3,3,1,1,0,1
1442,38,No,Travel_Rarely,Human Resources,11,4,Medical,3,Male,3,3,Human Resources,3,Married,3589,24552,1,No,15,3,4,0,11,4,3,2,0,2,2
1443,22,No,Travel_Rarely,Research & Development,2,1,Technical Degree,3,Male,3,5,Manager,4,Married,18125,25159,1,No,14,3,4,0,11,3,3,2,1,0,0
1444,33,No,Travel_Rarely,Research & Development,5,4,Technical Degree,4,Male,4,3,Manager,1,Single,14454,23894,2,No,16,3,4,0,11,2,3,3,3,1,3
1445,52,Yes,Non-Travel,Research & Development,29,1,Life Sciences,3,Female,1,1,Research Scientist,4,Married,7728,10329,4,No,18,3,1,2,5,2,3,3,1,3,2
1446,32,No,Non-Travel,Human Resources,7,3,Other,4,Male,1,2,Human Resources,4,Married,3607,14978,0,No,15,3,2,1,7,3,3,5,5,3,5
1447,37,No,Travel_Rarely,Human Resources,25,2,Life Sciences,3,Male,3,2,Human Resources,4,Married,4785,18331,2,No,16,3,4,1,4,3,3,1,1,1,1
1448,36,Yes,Travel_Rarely,Research & Development,15,4,Marketing,4,Male,3,1,Research Scientist,1,Single,6805,22947,3,Yes,13,3,4,0,10,3,2,8,1,0,0
1449,51,Yes,Travel_Rarely,Research & Development,9,3,Other,4,Male,2,3,Manager,3,Divorced,19317,25234,3,Yes,19,3,4,1,4,2,3,1,0,1,0
1450,48,No,Non-Travel,Sales,3,3,Life Sciences,3,Male,3,2,Manager,3,Married,20000,3121,3,Yes,16,3,1,0,7,5,1,2,2,0,2
1451,44,Yes,Travel_Rarely,Research & Development,3,3,Medical,4,Male,4,4,Manufacturing Director,1,Married,11501,11118,3,No,15,3,3,0,4,3,3,4,1,3,4
1452,28,No,Travel_Rarely,Research & Development,9,4,Medical,3,Female,3,2,Research Scientist,2,Single,6820,13679,1,No,14,3,3,1,12,3,3,11,6,2,1
1453,40,Yes,Travel_Rarely,Research & Development,5,3,Marketing,2,Female,3,2,Manager,4,Married,16706,16186,1,No,17,4,1,0,18,1,3,9,2,3,4
1454,42,Yes,Travel_Rarely,Human Resources,14,4,Technical Degree,1,Male,3,1,Manager,3,Divorced,20000,14753,3,No,13,3,3,1,12,2,3,7,2,0,4
1455,30,No,Travel_Rarely,Sales,12,1,Medical,3,Male,2,1,Sales Executive,3,Married,7957,9894,0,No,11,4,3,1,6,4,3,1,1,1,1
1456,29,Yes,Travel_Rarely,Research & Development,3,2,Technical Degree,3,Male,3,3,Laboratory Technician,1,Married,5673,19866,3,No,15,3,2,2,5,0,3,5,1,1,2
1457,52,Yes,Travel_Frequently,Sales,10,3,Life Sciences,4,Female,3,5,Manager,4,Single,12410,19390,3,Yes,18,3,2,1,5,2,2,0,0,0,0
1458,34,No,Travel_Rarely,Research & Development,6,5,Life Sciences,3,Male,3,2,Healthcare Representative,4,Married,5868,26117,1,No,19,3,3,0,11,2,2,3,1,1,2
1459,51,Yes,Travel_Frequently,Sales,3,1,Medical,3,Female,4,3,Manager,3,Divorced,14857,9766,2,No,14,3,3,1,10,3,3,3,1,3,2
1460,45,Yes,Non-Travel,Sales,4,1,Medical,2,Female,3,2,Manager,3,Married,12051,7526,2,No,15,3,4,0,9,2,3,0,0,0,0
1461,40,No,Travel_Rarely,Sales,20,2,Life Sciences,1,Female,1,5,Manager,3,Divorced,15395,23669,1,No,16,4,3,0,6,1,3,2,2,2,1
1462,41,No,Travel_Rarely,Research & Development,4,4,Marketing,4,Female,4,1,Manufacturing Director,3,Divorced,19502,11555,2,Yes,14,3,2,1,24,5,3,21,1,1,0
1463,24,No,Travel_Rarely,Research & Development,3,3,Life Sciences,2,Female,2,2,Healthcare Representative,2,Divorced,7409,19235,5,No,16,4,4,2,26,3,3,21,2,0,4
1464,38,No,Travel_Rarely,Research & Development,3,4,Technical Degree,3,Male,3,2,Manufacturing Director,4,Divorced,15800,10137,2,No,14,3,4,0,7,1,3,3,3,3,1
1465,49,No,Non-Travel,Human Resources,2,1,Life Sciences,4,Male,3,2,Human Resources,3,Single,5641,7286,3,No,18,3,1,0,5,1,4,0,0,0,0
1466,43,Yes,Travel_Rarely,Research & Development,7,2,Medical,3,Male,4,2,Laboratory Technician,2,Divorced,4492,21311,0,No,17,3,4,1,10,6,2,1,1,1,1
1467,38,No,Travel_Rarely,Sales,1,2,Medical,4,Male,3,2,Sales Executive,3,Single,6394,9789,0,Yes,17,3,2,0,5,1,3,3,3,2,1
1468,52,No,Travel_Frequently,Research & Development,15,3,Human Resources,3,Female,3,2,Manager,4,Single,18965,5155,0,No,14,3,1,1,26,3,3,20,5,1,1
1469,35,No,Non-Travel,Sales,2,4,Marketing,3,Male,3,1,Sales Representative,2,Single,3293,20565,4,Yes,20,3,2,0,8,2,4,1,1,1,0
1470,31,No,Travel_Rarely,Human Resources,8,2,Technical Degree,4,Female,4,3,Manager,2,Married,15307,21588,1,No,16,3,2,0,14,4,2,10,4,0,5
1471,38,No,Travel_Rarely,Sales,1,5,Human Resources,4,Male,3,3,Sales Representative,4,Married,3621,9122,1,No,15,3,4,1,4,3,3,0,0,0,0
1472,43,No,Travel_Rarely,Human Resources,29,3,Medical,2,Female,2,4,Manager,2,Married,19552,14947,3,No,12,3,4,2,30,3,3,27,3,2,2
1473,21,No,Travel_Rarely,Sales,5,4,Life Sciences,1,Male,3,2,Manager,4,Single,20000,21721,1,Yes,14,3,4,1,12,0,3,3,2,0,2
1474,39,No,Travel_Rarely,Research & Development,15,3,Technical Degree,1,Male,3,1,Healthcare Representative,2,Married,8831,14683,1,No,15,3,4,1,14,4,2,10,3,1,4
1475,44,No,Travel_Rarely,Research & Development,13,2,Marketing,3,Male,3,2,Research Scientist,4,Married,6142,18381,2,No,12,4,3,0,11,2,1,2,1,2,2
1476,34,No,Travel_Rarely,Human Resources,11,4,Medical,4,Female,3,1,Human Resources,1,Married,4565,9751,1,Yes,14,3,4,2,13,5,3,6,0,3,6
1477,46,No,Travel_Rarely,Sales,15,4,Marketing,3,Male,3,3,Sales Executive,1,Single,5307,26077,2,Yes,14,3,4,0,5,2,3,1,0,0,0
1478,42,Yes,Travel_Rarely,Research & Development,1,3,Technical Degree,3,Male,3,1,Research Scientist,4,Single,6704,3818,1,No,15,3,4,2,9,3,2,1,1,1,1
1479,56,Yes,Travel_Rarely,Human Resources,10,3,Other,4,Male,3,2,Manager,3,Single,20000,11219,1,Yes,11,3,4,1,19,1,3,19,2,0,1
1480,30,Yes,Travel_Rarely,Research & Development,2,2,Other,3,Female,2,1,Laboratory Technician,3,Single,4779,2648,5,Yes,14,3,4,0,23,3,1,17,2,0,0
1481,44,Yes,Travel_Rarely,Research & Development,13,4,Life Sciences,3,Male,2,1,Manufacturing Director,2,Married,13485,26673,5,No,13,3,2,0,19,2,4,15,0,0,1
1482,27,No,Non-Travel,Research & Development,28,2,Medical,4,Female,2,5,Research Scientist,3,Married,4761,3378,4,Yes,14,4,4,1,9,2,3,6,0,0,1
1483,22,No,Travel_Rarely,Research & Development,20,4,Life Sciences,4,Male,3,5,Healthcare Representative,3,Married,9030,14354,5,No,18,3,4,0,13,1,3,11,5,0,2
1484,18,No,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,3,2,Healthcare Representative,4,Married,5299,23454,2,No,21,3,4,2,9,1,3,0,0,0,0
1485,41,No,Travel_Rarely,Research & Development,4,1,Human Resources,3,Female,3,1,Research Scientist,4,Married,5806,18023,3,No,17,3,2,0,8,1,4,2,2,1,1
1486,38,Yes,Travel_Rarely,Human Resources,4,2,Life Sciences,4,Male,3,4,Human Resources,4,Divorced,4444,13906,2,Yes,11,3,3,0,3,2,3,2,1,0,2
1487,32,No,Travel_Rarely,Sales,1,2,Medical,2,Female,3,4,Sales Executive,3,Single,7682,16152,4,No,13,3,4,0,11,4,3,7,5,0,1
1488,21,No,Travel_Rarely,Sales,1,3,Medical,3,Male,4,4,Sales Representative,3,Divorced,4505,8252,2,No,16,2,2,0,4,2,3,3,0,3,1
1489,30,No,Non-Travel,Human Resources,4,2,Marketing,4,Female,2,2,Human Resources,4,Married,5676,26757,1,No,16,4,3,1,7,3,3,1,0,1,1
1490,37,Yes,Travel_Rarely,Research & Development,29,4,Life Sciences,3,Female,3,1,Laboratory Technician,1,Single,4313,24581,4,No,17,3,2,1,11,1,3,6,2,0,0
1491,44,No,Non-Travel,Research & Development,7,2,Life Sciences,4,Female,3,1,Laboratory Technician,3,Divorced,3593,14480,4,No,14,2,3,1,20,3,3,11,1,0,0
1492,36,No,Travel_Rarely,Research & Development,8,4,Medical,3,Male,2,4,Manager,1,Married,17999,23581,4,No,13,3,3,0,9,2,2,3,1,0,2
1493,39,Yes,Travel_Rarely,Sales,5,3,Life Sciences,1,Male,3,4,Manager,1,Married,20000,2310,1,Yes,20,3,3,2,8,5,3,0,0,0,0
1494,33,Yes,Travel_Rarely,Sales,9,5,Other,4,Female,3,2,Sales Representative,2,Married,3538,8647,1,No,15,3,3,0,2,4,3,1,1,0,1
1495,52,No,Travel_Rarely,Research & Development,28,5,Technical Degree,2,Female,3,2,Manager,3,Married,20000,10476,1,No,11,3,3,2,9,2,2,1,1,1,0
1496,27,Yes,Non-Travel,Research & Development,7,4,Medical,4,Male,3,3,Manager,4,Single,14195,20211,2,No,19,3,3,0,8,3,3,2,2,0,2
1497,30,No,Travel_Rarely,Research & Development,1,4,Technical Degree,1,Male,3,3,Healthcare Representative,3,Single,8003,6806,1,No,11,3,2,1,8,1,3,7,0,2,5
1498,32,No,Travel_Rarely,Sales,6,3,Life Sciences,4,Male,3,3,Sales Representative,3,Divorced,3138,9288,1,No,11,3,1,1,15,3,3,6,1,0,3
1499,41,No,Travel_Rarely,Human Resources,29,4,Marketing,3,Female,2,2,Human Resources,1,Divorced,6001,3299,1,No,17,3,2,0,9,1,2,8,8,8,6
1500,27,No,Travel_Rarely,Human Resources,4,5,Life Sciences,2,Male,4,1,Manager,3,Single,16811,4736,1,No,17,3,3,0,6,2,3,3,3,3,2
1501,38,No,Travel_Rarely,Research & Development,8,1,Marketing,2,Male,3,2,Research Scientist,2,Divorced,7539,13516,3,No,16,3,4,1,13,1,3,12,4,2,1
1502,38,No,Travel_Rarely,Research & Development,1,3,Medical,4,Male,3,3,Laboratory Technician,3,Married,2684,24851,5,Yes,11,3,2,0,1,3,3,1,0,1,1
1503,30,No,Non-Travel,Sales,1,2,Life Sciences,4,Male,2,3,Manager,4,Single,17846,14911,0,No,14,3,2,1,9,2,3,4,2,1,3
1504,39,Yes,Travel_Rarely,Research & Development,18,3,Life Sciences,4,Male,3,1,Research Scientist,1,Married,7420,5449,2,No,14,3,4,1,20,3,3,11,0,1,3
1505,27,No,Non-Travel,Research & Development,3,3,Life Sciences,3,Female,4,1,Research Scientist,2,Married,4507,17957,0,No,13,3,3,1,5,2,3,1,1,1,1
1506,26,Yes,Non-Travel,Sales,3,3,Marketing,3,Male,4,3,Manager,3,Married,20000,15620,0,No,19,3,4,3,2,1,3,0,0,0,0
1507,37,Yes,Non-Travel,Human Resources,4,3,Life Sciences,2,Female,3,2,Manager,4,Divorced,20000,4258,3,No,11,3,4,0,15,3,4,15,13,5,9
1508,22,No,Travel_Rarely,Research & Development,29,5,Medical,3,Male,2,2,Healthcare Representative,4,Single,7220,2193,3,No,15,3,3,0,10,4,4,2,2,2,2
1509,18,No,Travel_Rarely,Human Resources,1,3,Marketing,2,Male,3,2,Manager,4,Married,17508,19077,4,No,18,4,3,0,15,4,3,8,2,1,6
1510,41,No,Travel_Rarely,Research & Development,15,4,Medical,4,Male,3,3,Research Scientist,3,Married,5429,24262,2,No,16,3,3,1,5,3,2,0,0,0,0
1511,46,No,Travel_Rarely,Research & Development,3,3,Marketing,4,Female,3,3,Laboratory Technician,4,Divorced,4922,8532,5,No,18,3,1,2,13,3,3,8,4,0,0
